10.1080/01916122.2015.1115434,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,Palynology,"Pollen in honey of Melipona scutellaris L. (Hymenoptera: Apidae) in an Atlantic rainforest area in Bahia, Brazil",Latin American Pollen Database
10.1111/jbi.12283,(2002) Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,Journal of Biogeography,Stability of a Neotropical microrefugium during climatic instability,Latin American Pollen Database
10.1016/j.quascirev.2011.09.005,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,Quaternary Science Reviews,Gran Sabana fires (SE Venezuela): a paleoecological perspective,Latin American Pollen Database
10.1016/j.earscirev.2004.01.003,people who have made their pollen data available within the African and Latin American Pollen Databases;,Earth-Science Reviews,Rapid environmental change in African and South American tropics around 4000 years before present: a review,Latin American Pollen Database
10.1016/j.palaeo.2016.05.008,"A.R., Rull, V., Van Boxel, J.H., 2015. Updated site compilation of the Latin American Pollen Database:","Palaeogeography, Palaeoclimatology, Palaeoecology",Late Holocene vegetation and fire dynamics on the summits of the Guayana Highlands: The Uei-tepui palynological record,Latin American Pollen Database
10.1002/jqs.878,Markgraf and Eric Grimm for their efforts in establishing and developing the Latin American Pollen Database,Journal of Quaternary Science,Colombian vegetation at the Last Glacial Maximum: a comparison of model- and pollen-based biome reconstructions,Latin American Pollen Database
10.2110/palo.2013.p13-015r,"2002, Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database:",PALAIOS,PALYNOMORPH PRESERVATION IN VOLCANICLASTIC ROCKS OF THE MIOCENE TEPOZTLAN FORMATION (CENTRAL MEXICO) AND IMPLICATIONS FOR PALEOENVIRONMENTAL RECONSTRUCTION,Latin American Pollen Database
10.1016/j.palaeo.2012.09.030,Distribution and ecology of  parent taxa of pollen lodged within the Latin American Pollen Database.,"Palaeogeography, Palaeoclimatology, Palaeoecology","Palaeoenvironmental dynamics and underlying climatic changes in southeast Amazonia (Serra Sul dos Carajás, Brazil) during the late Pleistocene and Holocene",Latin American Pollen Database
10.1016/j.revpalbo.2005.03.008,Distribution and ecology of parent taxa of pollen lodged within the  Latin American Pollen Database.,Review of Palaeobotany and Palynology,Vegetation and environmental constancy in the Neotropical Guayana Highlands during the last 6000 years?,Latin American Pollen Database
10.1016/j.orggeochem.2003.11.005,Sifeddine et al. (2003). Detailed pollen counts are available on the Latin American Pollen Database,Organic Geochemistry,Onocerane attests to dry climatic events during the Quaternary in the tropics,Latin American Pollen Database
10.1130/0091-7613(2003)031<0195:lgmiaa>2.0.co;2,"Atmospheric Administration–World Data Center A for Paleoclimatology (Latin American Pollen Database,",Geol,"Last Glacial Maximum in an Andean cloud forest environment (Eastern Cordillera, Bolivia)",Latin American Pollen Database
10.1016/j.palaeo.2009.02.018,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,"Palaeogeography, Palaeoclimatology, Palaeoecology",Late Pleistocene and Holocene environmental change inferred from the Cocha Caranga sediment and soil records in the southeastern Ecuadorian Andes,Latin American Pollen Database
10.1016/j.quascirev.2014.06.007,The recent initiative of updating and modernising the already existing Latin American Pollen Database,Quaternary Science Reviews,Mauritia flexuosa palm swamp communities: natural or human-made? A palynological study of the Gran Sabana region (northern South America) within a neotropical context,Latin American Pollen Database
10.1016/j.quascirev.2005.10.005,"M.L., 2002. Distribution and ecology of parent taxa lodged within the Latin American Pollen Database.",Quaternary Science Reviews,"Millenial-scale climatic and vegetation changes in a northern Cerrado (Northeast, Brazil) since the Last Glacial Maximum",Latin American Pollen Database
10.1016/S0277-3791(00)00182-7,"and Eric Grimm for their energies in establishing, and developing, the Latin American Pollen Database",Quaternary Science Reviews,Mid- to Late-Holocene pollen-based biome reconstructions for Colombia,Latin American Pollen Database
10.1111/geb.12646,"Gonzalez-Arango, C., . . . Van Boxel, J. H. (2015). Updated site compilation of the Latin American Pollen Database.",Global Ecology and Biogeography,Vegetation cover of Brazil in the last 21 ka: New insights into the Amazonian refugia and Pleistocenic arc hypotheses,Latin American Pollen Database
10.1016/j.revpalbo.2015.09.008,homepage: www.elsevier.com/locate/revpalbo  Updated site compilation of the Latin American Pollen Database Suzette,Review of Palaeobotany and Palynology,Updated site compilation of the Latin American Pollen Database,Latin American Pollen Database
10.1007/s12549-019-00400-8,(2002). Distribution and ecology of parent taxa of pollen lodged within the Latin American pollen database.,Palaeobiodiversity and Palaeoenvironments,"Depositional environments and landscapes of the upper Miocene Ipururo Formation at Shumanza, Subandean Zone, northern Peru",Latin American Pollen Database
10.1002/jqs.976,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American pollen database.,Journal of Quaternary Science,The Last Glacial Maximum: stability and change in a western Amazonian cloud forest,Latin American Pollen Database
10.1002/jqs.3209,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,Journal of Quaternary Science,Late Quaternary vegetation and climate dynamics in central‐eastern Brazil: insights from a ~35k cal a bp peat record in the Cerrado biome,Latin American Pollen Database
10.1016/j.yqres.2011.03.004,2002. Distribution and ecology of parent taxa of pollen lodged within the Latin American Pollen Database.,Quaternary Research,"Four thousand years of environmental change and human activity in the Cochabamba Basin, Bolivia",Latin American Pollen Database
10.1016/j.quascirev.2018.02.009,"A.R., Rull, V., Boxel, J.H.V., 2015. Updated site compilation of the Latin American pollen database.",Quaternary Science Reviews,"Pollen spectrum, a cornerstone for tracing the evolution of the eastern Central Asian desert",Latin American Pollen Database
