10.1046/j.1095-8312.2003.00186.x,"availability of distribution records, compiled in the NODE database (NonMarine Ostracod Distribution",Biological Journal of the Linnean Society,Evolution in the slow lane: molecular rates of evolution in sexual and asexual ostracods (Crustacea: Ostracoda),Nonmarine Ostracod Distribution in Europe
10.1016/j.palaeo.2014.07.042,Table 1. Quantitative distribution data are to be added to the NODE (Nonmarine Ostracod Distribution,"Palaeogeography, Palaeoclimatology, Palaeoecology",Ostracoda from inland waterbodies with saline influence in Central Germany: Implications for palaeoenvironmental reconstruction,Nonmarine Ostracod Distribution in Europe
10.1016/j.quascirev.2013.10.011,species with modern climate data. The MOTR derives its data from the Nonmarine Ostracod Distribution,Quaternary Science Reviews,"Evidence of late Gelasian dispersal of African fauna at Coste San Giacomo (Anagni Basin, central Italy): Early Pleistocene environments and the background of early human occupation in Europe",Nonmarine Ostracod Distribution in Europe
10.1111/j.1365-2427.2010.02511.x,"other published and unpublished data; see Mezquita et al., 2005a) to the Nonmarine Ostracod Distribution",Freshwater Biology,Combined effects of local environment and continental biogeography on the distribution of Ostracoda,Nonmarine Ostracod Distribution in Europe
10.1016/j.quascirev.2007.03.006,"presented, based on European Quaternary nonmarine Ostracoda and using the Nonmarine Ostracod Distribution",Quaternary Science Reviews,A Mutual Temperature Range method for Quaternary palaeoclimatic analysis using European nonmarine Ostracoda,Nonmarine Ostracod Distribution in Europe
